adj_cluster_id,cluster_id,group,depth,amplitude,region,probe
837,837,mua,2503.794997421351,46.74285874033537,hippocampus,posterior
841,841,mua,2572.4970783638837,71.48751936047343,hippocampus,posterior
842,842,mua,188.55836925287358,136.08635642511385,thalamus,posterior
845,845,good,2595.2723255813953,275.4114403442386,hippocampus,posterior
852,852,mua,971.1040635313532,168.12456264957882,thalamus,posterior
859,859,unsorted,535.0601771947992,122.09424000730823,thalamus,posterior
863,863,mua,756.2074869791667,503.5806318811357,thalamus,posterior
864,864,mua,1750.3746710526316,126.80640737512438,hippocampus,posterior
866,866,good,677.7468984689432,101.54544350326202,thalamus,posterior
867,867,good,170.04478102754564,164.96235745908686,thalamus,posterior
869,869,mua,125.099609375,106.95370185154742,thalamus,posterior
871,871,unsorted,2492.1391617197337,80.67520829882729,hippocampus,posterior
872,872,mua,1220.8445537065054,267.2538717360176,thalamus,posterior
873,873,mua,1328.5456484641638,346.5843459905244,thalamus,posterior
874,874,mua,724.2840401785714,337.42834771188274,thalamus,posterior
875,875,mua,1479.2004310344828,180.24294357053412,thalamus,posterior
876,876,mua,1045.5002853881278,453.542217515022,thalamus,posterior
878,878,mua,1249.8463293650793,414.42739856660046,thalamus,posterior
879,879,good,304.99776894190416,163.10111593284384,thalamus,posterior
881,881,mua,1963.5150028042624,57.641040268785055,hippocampus,posterior
886,886,mua,3485.1763946280994,397.7941570700331,v1,posterior
888,888,mua,1313.8165409482758,131.34031525064327,thalamus,posterior
890,890,mua,1007.7510325558795,337.93165025936963,thalamus,posterior
891,891,good,3080.3035492133185,81.64793845929043,v1,posterior
892,892,mua,94.92943657769098,318.9923225129395,thalamus,posterior
894,894,mua,3044.5452473958335,81.27396030145917,v1,posterior
896,896,mua,718.9312488227538,164.71174834253767,thalamus,posterior
897,897,mua,475.8701225828729,444.8595341992043,thalamus,posterior
899,899,mua,1271.5348609129815,349.878759529844,thalamus,posterior
900,900,mua,2948.4970099667776,72.76830168817445,v1,posterior
901,901,mua,287.6613006260381,128.94650882551122,thalamus,posterior
902,902,mua,208.49892588614392,132.13785097344174,thalamus,posterior
903,903,mua,853.9166949728261,246.62061260387142,thalamus,posterior
906,906,mua,2585.5613582208102,83.2284356801117,hippocampus,posterior
910,910,mua,1910.5440547476476,66.42730151895643,hippocampus,posterior
911,911,mua,2576.0949900793653,152.99786095312672,hippocampus,posterior
912,912,mua,1057.8939028314028,264.7321722279582,thalamus,posterior
915,915,mua,2997.5360955770207,63.82260802278395,v1,posterior
917,917,mua,3509.0131380572907,81.40996825282078,v1,posterior
918,918,mua,1764.9858387799563,55.174463306020606,hippocampus,posterior
924,924,mua,954.8054210384719,89.75452866550212,thalamus,posterior
926,926,mua,1958.6256613756614,122.90209075369397,hippocampus,posterior
929,929,mua,2989.1040860938288,54.2930257172712,v1,posterior
933,933,good,3499.300247116969,290.1229368860128,v1,posterior
934,934,mua,425.52756508422664,153.90971725342004,thalamus,posterior
936,936,good,2899.9997005091345,90.01976863133132,v1,posterior
940,940,mua,1968.8659652333029,50.83293224094106,hippocampus,posterior
941,941,good,3173.78580780309,131.98382099242133,v1,posterior
943,943,mua,1480.0,123.39389075286742,thalamus,posterior
945,945,mua,188.5585109904661,254.88127069303675,thalamus,posterior
950,950,good,1853.0630710942723,309.6426695061448,hippocampus,posterior
952,952,good,626.9384407564647,306.4386854291604,thalamus,posterior
955,955,mua,1948.8755959475566,78.85015575959419,hippocampus,posterior
957,957,mua,259.1249558615819,118.08778302479799,thalamus,posterior
961,961,mua,1236.2498712667352,444.9921246123502,thalamus,posterior
965,965,mua,1332.9183728448277,143.7425082740543,thalamus,posterior
967,967,mua,786.7499372489959,220.72485526078904,thalamus,posterior
971,971,mua,802.721828426027,339.65176660986464,thalamus,posterior
972,972,mua,1021.99765625,153.1587230723256,thalamus,posterior
973,973,mua,2509.23359375,67.97124197774228,hippocampus,posterior
976,976,good,1167.2437643629842,338.49631329525545,thalamus,posterior
979,979,mua,3476.1415176897112,111.9525813946483,v1,posterior
980,980,mua,68.90281158714703,130.03250168169458,thalamus,posterior
982,982,mua,68.89905814905815,173.25239874453376,thalamus,posterior
983,983,mua,1102.845542394015,319.5076973153034,thalamus,posterior
986,986,good,2582.3094547563805,318.09206489432734,hippocampus,posterior
988,988,unsorted,2474.0012639942215,103.28275562392994,hippocampus,posterior
